service,operation_id,http_path,http_verb,tags,params,success_response_object,summary,description,stackql_resource_name,stackql_method_name,stackql_verb
sharing,recipient_federation_policies_list,/api/2.0/data-sharing/recipients/{recipient_name}/federation-policies,get,"sharing, recipient_federation_policies","recipient_name, max_results, page_token",Iterator[FederationPolicy],Lists federation policies for an OIDC_FEDERATION recipient for sharing data from Databricks to,Lists federation policies for an OIDC_FEDERATION recipient for sharing data from Databricks to non-Databricks recipients. The caller must have read access to the recipient.  :param recipient_name: str   Name of the recipient. This is the name of the recipient for which the policies are being listed. :param max_results: int (optional) :param page_token: str (optional)  :returns: Iterator over :class:`FederationPolicy`,recipient_federation_policies,recipient_federation_policies_list,SELECT
sharing,recipient_federation_policies_delete,/api/2.0/data-sharing/recipients/{recipient_name}/federation-policies/{name},delete,"sharing, recipient_federation_policies","recipient_name, name",,Deletes an existing federation policy for an OIDC_FEDERATION recipient. The caller must be the owner,Deletes an existing federation policy for an OIDC_FEDERATION recipient. The caller must be the owner of the recipient.  :param recipient_name: str   Name of the recipient. This is the name of the recipient for which the policy is being deleted. :param name: str   Name of the policy. This is the name of the policy to be deleted.,recipient_federation_policies,recipient_federation_policies_delete,DELETE
sharing,recipient_federation_policies_get_federation_policy,/api/2.0/data-sharing/recipients/{recipient_name}/federation-policies/{name},get,"sharing, recipient_federation_policies","recipient_name, name",FederationPolicy,Reads an existing federation policy for an OIDC_FEDERATION recipient for sharing data from Databricks,Reads an existing federation policy for an OIDC_FEDERATION recipient for sharing data from Databricks to non-Databricks recipients. The caller must have read access to the recipient.  :param recipient_name: str   Name of the recipient. This is the name of the recipient for which the policy is being retrieved. :param name: str   Name of the policy. This is the name of the policy to be retrieved.  :returns: :class:`FederationPolicy`,recipient_federation_policies,recipient_federation_policies_get_federation_policy,SELECT
sharing,recipients_create,/api/2.1/unity-catalog/recipients,post,"sharing, recipients","name, authentication_type, comment, data_recipient_global_metastore_id, expiration_time, id, ip_access_list, owner, properties_kvpairs, sharing_code",RecipientInfo,Creates a new recipient with the delta sharing authentication type in the metastore. The caller must,"Creates a new recipient with the delta sharing authentication type in the metastore. The caller must be a metastore admin or have the **CREATE_RECIPIENT** privilege on the metastore.  :param name: str   Name of Recipient. :param authentication_type: :class:`AuthenticationType` :param comment: str (optional)   Description about the recipient. :param data_recipient_global_metastore_id: str (optional)   The global Unity Catalog metastore id provided by the data recipient. This field is only present   when the __authentication_type__ is **DATABRICKS**. The identifier is of format   __cloud__:__region__:__metastore-uuid__. :param expiration_time: int (optional)   Expiration timestamp of the token, in epoch milliseconds. :param id: str (optional)   [Create,Update:IGN] common - id of the recipient :param ip_access_list: :class:`IpAccessList` (optional)   IP Access List :param owner: str (optional)   Username of the recipient owner. :param properties_kvpairs: :class:`SecurablePropertiesKvPairs` (optional)   Recipient properties as map of string key-value pairs. When provided in update request, the   specified properties will override the existing properties. To add and remove properties, one would   need to perform a read-modify-write. :param sharing_code: str (optional)   The one-time sharing code provided by the data recipient. This field is only present when the   __authentication_type__ is **DATABRICKS**.  :returns: :class:`RecipientInfo`",recipients,recipients_create,INSERT
sharing,recipients_list,/api/2.1/unity-catalog/recipients,get,"sharing, recipients","data_recipient_global_metastore_id, max_results, page_token",Iterator[RecipientInfo],Gets an array of all share recipients within the current metastore where:,"Gets an array of all share recipients within the current metastore where:  * the caller is a metastore admin, or * the caller is the owner. There is no guarantee of a specific ordering of the elements in the array.  :param data_recipient_global_metastore_id: str (optional)   If not provided, all recipients will be returned. If no recipients exist with this ID, no results   will be returned. :param max_results: int (optional)   Maximum number of recipients to return. - when set to 0, the page length is set to a server   configured value (recommended); - when set to a value greater than 0, the page length is the minimum   of this value and a server configured value; - when set to a value less than 0, an invalid parameter   error is returned; - If not set, all valid recipients are returned (not recommended). - Note: The   number of returned recipients might be less than the specified max_results size, even zero. The only   definitive indication that no further recipients can be fetched is when the next_page_token is unset   from the response. :param page_token: str (optional)   Opaque pagination token to go to next page based on previous query.  :returns: Iterator over :class:`RecipientInfo`",recipients,recipients_list,SELECT
sharing,recipients_delete,/api/2.1/unity-catalog/recipients/{name},delete,"sharing, recipients",name,,Deletes the specified recipient from the metastore. The caller must be the owner of the recipient.,Deletes the specified recipient from the metastore. The caller must be the owner of the recipient.  :param name: str   Name of the recipient.,recipients,recipients_delete,DELETE
sharing,recipients_get,/api/2.1/unity-catalog/recipients/{name},get,"sharing, recipients",name,RecipientInfo,Gets a share recipient from the metastore. The caller must be one of: * A user with **USE_RECIPIENT**,Gets a share recipient from the metastore. The caller must be one of: * A user with **USE_RECIPIENT** privilege on the metastore * The owner of the share recipient * A metastore admin  :param name: str   Name of the recipient.  :returns: :class:`RecipientInfo`,recipients,recipients_get,SELECT
sharing,recipients_update,/api/2.1/unity-catalog/recipients/{name},patch,"sharing, recipients","name, comment, expiration_time, id, ip_access_list, new_name, owner, properties_kvpairs",RecipientInfo,Updates an existing recipient in the metastore. The caller must be a metastore admin or the owner of,"Updates an existing recipient in the metastore. The caller must be a metastore admin or the owner of the recipient. If the recipient name will be updated, the user must be both a metastore admin and the owner of the recipient.  :param name: str   Name of the recipient. :param comment: str (optional)   Description about the recipient. :param expiration_time: int (optional)   Expiration timestamp of the token, in epoch milliseconds. :param id: str (optional)   [Create,Update:IGN] common - id of the recipient :param ip_access_list: :class:`IpAccessList` (optional)   IP Access List :param new_name: str (optional)   New name for the recipient. . :param owner: str (optional)   Username of the recipient owner. :param properties_kvpairs: :class:`SecurablePropertiesKvPairs` (optional)   Recipient properties as map of string key-value pairs. When provided in update request, the   specified properties will override the existing properties. To add and remove properties, one would   need to perform a read-modify-write.  :returns: :class:`RecipientInfo`",recipients,recipients_update,UPDATE
sharing,recipients_rotate_token,/api/2.1/unity-catalog/recipients/{name}/rotate-token,post,"sharing, recipients","name, existing_token_expire_in_seconds",RecipientInfo,Refreshes the specified recipient's delta sharing authentication token with the provided token info.,"Refreshes the specified recipient's delta sharing authentication token with the provided token info. The caller must be the owner of the recipient.  :param name: str   The name of the Recipient. :param existing_token_expire_in_seconds: int   The expiration time of the bearer token in ISO 8601 format. This will set the expiration_time of   existing token only to a smaller timestamp, it cannot extend the expiration_time. Use 0 to expire   the existing token immediately, negative number will return an error.  :returns: :class:`RecipientInfo`",recipients,recipients_rotate_token,INSERT
sharing,recipients_share_permissions,/api/2.1/unity-catalog/recipients/{name}/share-permissions,get,"sharing, recipients","name, max_results, page_token",GetRecipientSharePermissionsResponse,Gets the share permissions for the specified Recipient. The caller must have the **USE_RECIPIENT**,"Gets the share permissions for the specified Recipient. The caller must have the **USE_RECIPIENT** privilege on the metastore or be the owner of the Recipient.  :param name: str   The name of the Recipient. :param max_results: int (optional)   Maximum number of permissions to return. - when set to 0, the page length is set to a server   configured value (recommended); - when set to a value greater than 0, the page length is the minimum   of this value and a server configured value; - when set to a value less than 0, an invalid parameter   error is returned; - If not set, all valid permissions are returned (not recommended). - Note: The   number of returned permissions might be less than the specified max_results size, even zero. The   only definitive indication that no further permissions can be fetched is when the next_page_token is   unset from the response. :param page_token: str (optional)   Opaque pagination token to go to next page based on previous query.  :returns: :class:`GetRecipientSharePermissionsResponse`",recipients,recipients_share_permissions,SELECT
sharing,shares_create,/api/2.1/unity-catalog/shares,post,"sharing, shares","name, comment, storage_root",ShareInfo,Creates a new share for data objects. Data objects can be added after creation with **update**. The,Creates a new share for data objects. Data objects can be added after creation with **update**. The caller must be a metastore admin or have the **CREATE_SHARE** privilege on the metastore.  :param name: str   Name of the share. :param comment: str (optional)   User-provided free-form text description. :param storage_root: str (optional)   Storage root URL for the share.  :returns: :class:`ShareInfo`,shares,shares_create,INSERT
sharing,shares_list_shares,/api/2.1/unity-catalog/shares,get,"sharing, shares","max_results, page_token",Iterator[ShareInfo],Gets an array of data object shares from the metastore. If the caller has the USE_SHARE privilege on,"Gets an array of data object shares from the metastore. If the caller has the USE_SHARE privilege on the metastore, all shares are returned. Otherwise, only shares owned by the caller are returned. There is no guarantee of a specific ordering of the elements in the array.  :param max_results: int (optional)   Maximum number of shares to return. - when set to 0, the page length is set to a server configured   value (recommended); - when set to a value greater than 0, the page length is the minimum of this   value and a server configured value; - when set to a value less than 0, an invalid parameter error   is returned; - If not set, all valid shares are returned (not recommended). - Note: The number of   returned shares might be less than the specified max_results size, even zero. The only definitive   indication that no further shares can be fetched is when the next_page_token is unset from the   response. :param page_token: str (optional)   Opaque pagination token to go to next page based on previous query.  :returns: Iterator over :class:`ShareInfo`",shares,shares_list_shares,SELECT
sharing,shares_delete,/api/2.1/unity-catalog/shares/{name},delete,"sharing, shares",name,,Deletes a data object share from the metastore. The caller must be an owner of the share.,Deletes a data object share from the metastore. The caller must be an owner of the share.  :param name: str   The name of the share.,shares,shares_delete,DELETE
sharing,shares_get,/api/2.1/unity-catalog/shares/{name},get,"sharing, shares","name, include_shared_data",ShareInfo,Gets a data object share from the metastore. The caller must have the USE_SHARE privilege on the,Gets a data object share from the metastore. The caller must have the USE_SHARE privilege on the metastore or be the owner of the share.  :param name: str   The name of the share. :param include_shared_data: bool (optional)   Query for data to include in the share.  :returns: :class:`ShareInfo`,shares,shares_get,SELECT
sharing,shares_update,/api/2.1/unity-catalog/shares/{name},patch,"sharing, shares","name, comment, new_name, owner, storage_root, updates",ShareInfo,Updates the share with the changes and data objects in the request. The caller must be the owner of,"Updates the share with the changes and data objects in the request. The caller must be the owner of the share or a metastore admin.  When the caller is a metastore admin, only the __owner__ field can be updated.  In the case the share name is changed, **updateShare** requires that the caller is the owner of the share and has the CREATE_SHARE privilege.  If there are notebook files in the share, the __storage_root__ field cannot be updated.  For each table that is added through this method, the share owner must also have **SELECT** privilege on the table. This privilege must be maintained indefinitely for recipients to be able to access the table. Typically, you should use a group as the share owner.  Table removals through **update** do not require additional privileges.  :param name: str   The name of the share. :param comment: str (optional)   User-provided free-form text description. :param new_name: str (optional)   New name for the share. :param owner: str (optional)   Username of current owner of share. :param storage_root: str (optional)   Storage root URL for the share. :param updates: List[:class:`SharedDataObjectUpdate`] (optional)   Array of shared data object updates.  :returns: :class:`ShareInfo`",shares,shares_update,UPDATE
sharing,shares_share_permissions,/api/2.1/unity-catalog/shares/{name}/permissions,get,"sharing, shares","name, max_results, page_token",GetSharePermissionsResponse,Gets the permissions for a data share from the metastore. The caller must have the USE_SHARE privilege,"Gets the permissions for a data share from the metastore. The caller must have the USE_SHARE privilege on the metastore or be the owner of the share.  :param name: str   The name of the Recipient. :param max_results: int (optional)   Maximum number of permissions to return. - when set to 0, the page length is set to a server   configured value (recommended); - when set to a value greater than 0, the page length is the minimum   of this value and a server configured value; - when set to a value less than 0, an invalid parameter   error is returned; - If not set, all valid permissions are returned (not recommended). - Note: The   number of returned permissions might be less than the specified max_results size, even zero. The   only definitive indication that no further permissions can be fetched is when the next_page_token is   unset from the response. :param page_token: str (optional)   Opaque pagination token to go to next page based on previous query.  :returns: :class:`GetSharePermissionsResponse`",shares,shares_share_permissions,SELECT
sharing,shares_update_permissions,/api/2.1/unity-catalog/shares/{name}/permissions,patch,"sharing, shares","name, changes, omit_permissions_list",UpdateSharePermissionsResponse,Updates the permissions for a data share in the metastore. The caller must have both the USE_SHARE and,"Updates the permissions for a data share in the metastore. The caller must have both the USE_SHARE and SET_SHARE_PERMISSION privileges on the metastore, or be the owner of the share.  For new recipient grants, the user must also be the owner of the recipients. recipient revocations do not require additional privileges.  :param name: str   The name of the share. :param changes: List[:class:`PermissionsChange`] (optional)   Array of permissions change objects. :param omit_permissions_list: bool (optional)   Optional. Whether to return the latest permissions list of the share in the response.  :returns: :class:`UpdateSharePermissionsResponse`",shares,shares_update_permissions,UPDATE
